job_name,company_name,job_type,job_category,job_sub_category,sallary,job_id,job_desc
Presales Engineer (Data Center),PT Nusantara Compnet Integrator,Full,KeamananKeamanan,Teknologi,,78540738,"Job Description :Gathering information from customer to identify customer’s needsAnalyzing, developing, and proposing technical solutions (technology and equipments)Making design, bill of material, scope of works, schedule and proposalDelivering presentation about technical solutions to customerIf needed, doing demo or proof of conceptCoordinating with external parties (vendors, principals, distributors) to obtain required information (price, demo equipment, technical specifications) to provide technical solutionsCoordinating with other department to provide required information before the project beginRequirements :S1 graduate from IT, Information System, Telecommunication Engineering, or Computer EngineeringHaving good knowledge in various IT technologies (Data Center, Server, Storage & Cloud-based solution)Having minimum of 2 years experience as Presales Engineer or similarHaving excellent communication skillHaving good communication in EnglishFast learner and have attention to detailAble to work under pressure"
Technical Manager Data Center (Construction - MEP),PT YPTT Solutions Indonesia,Kontrak,Manajemen ProyekManajemen Proyek,Konstruksi(Konstruksi)Interested,,78538270,"Job Description:1. Having experience for build data center construction and MEP2. Able to make planning, budgeting, execution and delivery data center3. Develop project plans, including timelines, budgets, and resource allocation4. Coordinate with stakeholder, contractor and vendor to ensure project running well5. Having knowledge about construction and MEP drawing.6. Monitor project progress and adjust plans as necessary to address any issues or delays.7. Ensure compliance with all safety regulations and quality standards.8. Prepare and present project reports to senior management.Requirement:1. Bachelor degree In Civil/Construction Electrical Engineering2. Proven experience in managing large-scale construction projects, preferably in data centers.3. Strong leadership, organizational, and problem-solving skills.4. Excellent communication and negotiation abilities.5. Able to speak and write in English. Able to speak Mandarin will be an advantage.6. Ability to work in a fast-paced environment and handle multiple projects simultaneously."
Financial Analyst (Contract-based),PT IMC PELITA LOGISTIK TBK,Kontrak,Analisis & PelaporanAnalisis & Pelaporan,Akuntansi(Akuntansi)25,,78616555,"Job OverviewThis is a contract-based position. The role will prepare financial models, analyze financial performance, and provide strategic recommendations to senior management. The ideal candidate will have a strong background in corporate finance, excellent analytical skills, and the ability to work in a fast-paced environment.Key ResponsibilitiesConduct financial analysis and modeling to support strategic decision-making and business planning.Support corporate finance activities, such as due diligence, valuation, and financial evaluation of potential deals.Assess investment opportunities and provide recommendations on capital allocation.Monitor market trends, economic conditions, and industry developments to inform financial strategy.Prepare presentations and reports for senior management and stakeholders.Ensure compliance with corporate governance and financial regulationsQualificationsBachelor’s degree in Finance, Accounting, Economics, or a related field. A master’s degree or relevant professional certification (e.g., CFA, CPA) is a plus.Proven experience in corporate finance, financial analysis, or a related role.Strong proficiency in financial modeling, forecasting, and analysis.Advanced knowledge of Microsoft Excel and experience with financial software and databases.Fluent in written and spoken EnglishExcellent analytical, problem-solving, and decision-making skills.Strong understanding of financial regulations and corporate governance.Good communication and presentation skills.Ability to work independently and collaboratively in a team environment.High level of attention to detail and accuracy.Experience in the banking and financial services industry is a plus.Can join as soon as possible"
"Marketing Administration  (Slipi, Jakarta Barat)",PT Jui Shin Indonesia (Semen Garuda),Full,Asisten AdministratifAsisten Administratif,Administrasi,,79014094,"PT. Jui Shin Indonesia is a manufacturing company that has experienced and trusted in running its business in the field of Building Materials, under their two brands (Cement Garuda and Garuda Tile).Job Descriptions :Prepare reports using data from internal and external sourcesReview past sales data to determine trends in productivityCompile and analyze data over time to forecast sales trendsEnsure that all data, document, information, and report are well organizedRequirements :Minimum Bachelor Degree from reputable University (Finance or Business or Marketing with analytics background is preferred)1 years of working experience in as a Data Analyst (open for fresh graduate with internship experience)Proficient in Excel is a mustDetail oriented, neat, and thoroughExcellent communication, Proactive, and problem-solving skillsWilling to work on Saturday from 8 am to 12 noon.Placement in Slipi, West Jakarta"
IT Business Analyst,Soedarpo Informatika,Full,Analis Bisnis/SistemAnalis Bisnis/Sistem,Teknologi,,79045138,"Responsible for analyzing clients' needs and solutions, identifying and mitigating business risks. As a Business Analyst also capable of creating Business Requirement Development (BRD).General Requirements:Minimum: S1 Teknik Informatika, Sistem Informasi, Ilmu KomputerFresh Graduate/min. 1 year experienceQualification:Have Analytical ThinkingHave Data Driven SkillsAble to operate SQL & Database (MySQL & Microsoft SQL)Able to use Tableau & Power BI"
Staff Admin Monitoring (Showroom Medan),PT Panel Asri Perkasa (Metric Kitchen),Full,Asisten AdministratifAsisten Administratif,Administrasi,,79108084,"Persyaratan :Pendidikan minimal D3, diutamakan S1Minimal 1 tahun dibidang yang samaMahir mengoperasikan Microsoft Office (Excel diutamakan)Menguasai filling dokumen dengan baikMemiliki komunikasi yang baikDisiplin dan LoyalMampu bekerja sama secara TeamAtauBisa kirimkan CV & Lamaran ke alamatMetric Medan:Jl. Jenderal Gatot Subroto Kav. 116 Medan Petisah 20118"
Supervisor Business Analyst,PT Cosmax Indonesia,Full,Analisis & PelaporanAnalisis & Pelaporan,Penjualan(Penjualan)4,,79102302,"PT. Cosmax Indonesia , the best ODM, OBM, cosmetic in Indonesia, is growth very fast.Our vision in 2024 in to be number one ODM, OBM cosmetic in South Asia.We open position asSupervisor Business Analyst. Please to read the job description in detailSUPERVISOR BUSINESS ANALYSTDuties & Responsibilities :1.Create ,  improve the system regarding the flow process of pricing requests until its final approval.2.Calculate the Cost of Goods Sold (COGS) for all products within the portfolio3.Analyze, review cost components, including raw materials, PKG Material, CC costs to ensure precision in calculations.4.Monitor, maintain Contribution Margin (CM) & Operating Income (OI) for all products.5.Analyzing sales revenue , associated costs , Identify areas for improvement in cost-efficiency to enhance overall profit margins.6.Collaborate on developing cost-effective strategies to align pricing structures with client expectations.7.Prepare, generate periodic performance reports for management including gather relevant data from various sources  within the organization, including sales, finance, operations, marketing.8. Organize,maintain a centralized repository for meeting-related data, ensuring easy accessibility for all stakeholders.9.Make a report every month regarding the price calculation process for New Product Development (NPD) which will later be presented to the marketing teamQualifications :Bachelor degree from reputable university majoringFinancial Analyst,Business Management, Marketing Management , Management Accounting or related fieldHave minimum 5-9 year of work experience in Financial Analyst preferably from cosmetics industry or manufactureOnly CV in English will be processStrong in data analytical thinkingExperience using MS. Excell (pivot, hlookup, vlookup)Must good and active in EnglishGood in communication with internal staffsInterested in local and global circumstancesWilling to work in Gedung Cibis Nine, 18th Floor, South JakartaWilling to interview offline in South Jakarta & East Jakarta"
L1 Database Team Lead,PT Metrocom Global Solusi,Full,Pengembangan & Administrasi DatabasePengembangan & Administrasi Database,Teknologi,,79130565,"Job Description/Summary of role:• Together with Project Manager, serve as the primary point of contact between the database operations team and the customer IT teams.• Monitoring workload and performance of team member.• Provide guidance and support to ensure efficient database management of team member• Resolve incident/issue within SLA• Coordinate & escalate any new/unknown request/problem to L2 team• Perform new database installation/configure, database upgrade or database patching, database replication• Regular assessment for service performance and produce performance report• Regular technology updates and knowledge sharing sessions to team members• Create RCA document and recommendation action needed for any incident or problem ariseQualifications/Requirements:• Minimum bachelor degree in computer science or equivalent• Minimum 5 years of experience in oracle database administrator with at least 1 year in a lead or supervisory role• Have certification on oracle database would be advantages• Have understanding of banking industry compliance standards, particularly in Indonesia (e.g., OJK, Bank Indonesia regulations).• Problem-solving skills, particularly in high-pressure environments.• Have leadership and team management skills with the ability to mentor and develop talent• Good communication skills to effectively interact with team members, clients, and senior management"
HR Data Support,"PT Gunung Raja Paksi,Tbk",Full,Entri Data & Pengolahan KataEntri Data & Pengolahan Kata,Administrasi,,78915601,"Qualifications:Bachelor's degree in Human Resources, Business Administration, or related field2+ years of experience in HR data analysis or data managementProficiency in HRIS systems and data analytics toolsStrong attention to detail and ability to handle confidential informationExcellent organizational and communication skillsJob Responsibilites :Update and maintain employee records in the HRIS system, ensuring data accuracy and completenessMonitor data quality within the HRIS system, identify inconsistencies or inaccuracies, and take appropriate actions to resolve issues.Ensure data security and confidentiality by adhering to data protection protocols and privacy regulations.Provide support to HR professionals and end-users regarding HRIS-related inquiries, issues, and requests.Troubleshoot and resolve user-reported problems related to data entry, system functionality, and access permissions.Participate in HRIS system upgrades, enhancements, and testing activities.Collaborate with HRIS team members to identify opportunities for process improvements and system optimization.Assist in documenting HRIS procedures, workflows, and data-related guidelines.Accurately enter employee data into the HRIS system, including personal information, employment details, compensation data, benefits, and performance records.Conduct regular audits and reviews to identify and correct data discrepancies or errors.Follow data entry guidelines and best practices to ensure data integrity and compliance with applicable regulations and policies.Collaborate with HRIS team members to implement data validation rules and perform routine data cleaning activities.Assist in the development of standardized reports and dashboards to provide insights into HR data.Conduct data analysis to identify trends, patterns, and areas for improvement in HR processes.Manage and review employee Business Travel reportWilling to be placement in Head Office : Cikarang Barat"
Data Analitics,PT Kinarya Alihdaya Mandiri,Full,Pengembangan & Administrasi DatabasePengembangan & Administrasi Database,Teknologi,,78813581,"Requirement :Pendidikan Minimal S1 Teknik Informatika/Sistem Informasi/Teknik Telekomunikasi/Manajemen Informatika/Statistika/MatematikaMemahami pemrograman Python, Shell Script dan SQL, Query Database dan Scipting UnixMemiliki Pengalaman kerja minimal 1 Tahun dibidang Data AnaliticsLebih disukai Memahami Aplikasi Pentaho / Tableau dan HADOOPDapat bekerja dalam team, KomunikatifDapat menangani tugas secara bersamaan (multitasking) dan Fast learnerMenguasai MS Office dengan baikBersedia berkerja overtimeResponsibilities :Membuat reporting daily, weekly & monthlyMengerjakan hal yang berhungan dengan SQL DatabasePengolahan data menggunakan SQL, Data Entry (Excel)Bertanggungjawab dalam menggabunkan databasePengolahan BigdataMelakukan analisa laporan & Membuat Script SQL"
GIS DATA ANALYST STAFF,"PT Austindo Nusantara Jaya, Tbk",Full,Pengembangan & Administrasi DatabasePengembangan & Administrasi Database,Teknologi,,78815525,"About usPT Austindo Nusantara Jaya Tbk. (ANJ) merupakan perusahaan induk yang terlibat, baik secara langsung maupun melalui anak perusahaannya, dalam produksi dan penjualan minyak sawit mentah, inti sawit dan hasil pangan berkelanjutan lainnya serta energi terbarukan.Qualifications & experiencePendidikan minimal S1 dari Fakultas Geografi/Geodesi/Planologi/KehutananMemiliki pengalaman minimal 2 tahun pada bidang yang samaMampu berbahasa inggris menjadi nilai tambahMemahami dengan baik Ms.Office dan ArcGIS Dekstop/ProMemahami dengan baik terkait analisa spasial & penginderaan jauhMenguasai bahasa pemrograman, Google Earth Engine/PhytonTelah mengikuti pelatihan teknis terkait GIS & Maping Skill Intermediate LevelTelah mengikuti sertifikasi GIS/KatografiTasks & responsibilitiesMerancang dan menganalisa data-data spesial perusahaanMemastikan keselarasan data-data spasial dengan standar perusahaanMenjaga integritas dan kekuatan dataMemanfaatkan aplikasi ArcGIS Dekstop atau ArcGIS Enterprise dalam visualisasi dataMengembangkan sistem serta tata kelola data yang berkelanjutanMenganalisa data-data spasial (vector & raster) ke dalam perangkat lunak dengan memanfaatkan metode AI (deep learning) sesuai kebutuhan perusahaanBenefitsPaket Kompensasi dan Manfaat Yang MenarikKesempatan Memiliki Jalur Karir yang TerstrukturTersedianya Pengembangan Kompetensi Pribadi Secara ProfesionalMenunjung tinggi nilai-nilai hakiki Integritas, Menghargai Sesama Manusia & Lingkungan dan Peningkatan yang Berkesinambungan"
Instrument Software Engineer,PT Asahimas Chemical,Kontrak,Teknik – Perangkat LunakTeknik – Perangkat Lunak,Teknologi,,79026053,"Job Responsibilities:Perform maintenance and programming for Delta V DCS & SIS.New challenge for data analytics with process, instrumentation, and other data.Design, build, and maintain data infrastructure.Build and manage systems that can easily extract data and transform it into data storage solutions such as data warehouses.Maintain DCS, IT system, and field instrumentation in factory with team.Requirements:Candidate must possess at least a Bachelor's Degree in Physics/ Electronics/ Electrical / Information Engineering.Minimum 3 years of experience in Delta V software engineering.Knowledge and experience in Delta V DCS & SIS programming development for at least 2 years.Knowledge of PLC especially Mitsubishi & Siemens PLC and Scada system is an advantage.Experience as a Software Engineer related to Delta V DCS is beneficial.Skills in IT and data statistics.Proficiency in tools and software programming such as Power BI, Alteryx, Tableau, Python, and SQL.After joining to our team, must study field instrumentation as well.Good communication skills, diligent, and proactive.High ethical standards and integrity.Fluency in English is an advantage.Placement: Cilegon, Banten (Plant).A year contract-based, with an opportunity to become a permanent employee based on performance.Only qualified candidates will be contactedDISCLAIMERPT Asahimas Chemical job postings are officially listed only on PT Asahimas Chemical LinkedIn. Please beware of any unauthorized postings elsewhere. Our recruitment process is entirely free of charge, and we do not require any payment for application processing or interviews. Shortlisted candidates will only be contacted through our corporate email and phone, so please ensure your contact details are correct."
Business Controller,PT. ECCO Tannery Indonesia,Full,Analisis & PelaporanAnalisis & Pelaporan,"Manufaktur,",,78559808,"ECCO Leather Group has it head office in the Netherlands, and tanneries in the Netherlands, China, Thailand and Indonesia. We are proud to carry out traditional craft using modern techniques in our state of the art facilities. ECCO Leather is part of ECCO Sko A/S, a Danish family-owned company focus in producing ECCO shoes.PT ECCO Tannery Indonesia is part of ECCO Leather Group located in Sidoarjo – East Java. The company process wet-blue into high quality finished leather. We are dynamic and driven by a commitment to environmental stewardship, safer and healthier working environment. Our team is passionate about innovation, collaboration and eager to making lasting impact.We are currently seeking a highly qualified data enthusiast and international minded individual to fill in the position as:Business Controller.Strategic Business PartnerAs a Business Controller at PT ECCO Tannery Indonesia, you will work on wide range of business operational and providing critical supporting strategic initiative with financial insight and analysis to our management. Your role aimed to be familiar with data analysis, cost data, business trends, process improvement, and analysis financially. You will closely working with core operation department such as, Production, Engineering, Technical, Supply Chain, Human Resource, etc. The data that you manage will be pivotal to informed decisions that drive our business forward.This role required conscientious, critical thinking, strong analysis and knowledge of Lean or Six Sigma. These all important, because you have lot of data direction and process analysis.Your role will be including, but not limited to :Costing and business performance analysis reportingIdentify business performance trends, risk and opportunitiesControl budgets and ensure stay on trackIdentify potential areas for cost reductionReconciling raw material amounts and wasteSupporting internal audits (stock counts, documentation, etc.)Close engagement to internal stakeholder including senior management and department headRequirements :Possess bachelor's degree in Data Science, Industrial Engineering, Statistic, Accounting or any major related to data analysisAt least 3 years proven experience in data analysisLean / Six Sigma certified would be advantageManufacturing backgroundStrong analytical, AI skills, and data-orientedIn-depth knowledge of Excel function, Power BI and any data analysis toolsFluency in Bahasa Indonesia and proficiency in Business EnglishLet’s embark your career milestone with us, a multinational and dynamic working environment."
Data Center Electrical Engineer,GDS IDC SERVICES (MALAYSIA) SDN. BHD.,Full,Teknik Elektro/ElektronikTeknik Elektro/Elektronik,Teknik(Teknik)7,,79014282,"ABOUT GDS INTERNATIONALGDS is a leading developer and operator of high-performance Data Centres in Asia Pacific. Dual listed in NASDAQ and Hong Kong, GDS is the largest carrier-neutral Data Centre service provider in Asia and one of the fastest growing in the world with a presence in Mainland China, Hong Kong, Singapore, Malaysia, Indonesia, and Japan.GDS International is on an exciting trajectory, expanding markets internationally and looking for talented individuals who are passionate about growing with us. In this role, you will have the opportunity to be at the forefront of our expansion efforts.POSITION OVERVIEWReporting to the Electrical Engineering Manager, the Electrical Engineer plays a crucial role in maintaining the electrical infrastructure and systems of our hyperscale data centres. The role involves ensuring continuous and efficient operation of all electrical systems, supporting both routine maintenance and emergency repairs. The successful candidate will work closely with the Electrical Engineering Manager and other team members to uphold high standards of safety, reliability, and compliance in a 24/7 operational environment.RESPONSIBILITIESElectrical System Management:Assist in the design, installation, operation, and maintenance of electrical systems, including power distribution units (PDUs), uninterruptible power supplies (UPS), generators, and switchgear.Ensure all electrical infrastructure operates efficiently, with minimal downtime, and adheres to established performance standards.Support the implementation and maintenance of electrical safety policies and best practices.Maintenance and Upgrades:Perform preventative and corrective maintenance activities, ensuring all electrical equipment and systems are serviced according to company and manufacturer standards.Assist in coordinating with vendors and contractors during electrical maintenance and upgrade projects, ensuring minimal disruption to data centre operations.Monitor system performance and recommend improvements or upgrades as necessary.Technical Support and Troubleshooting:Provide hands-on technical expertise to troubleshoot and resolve electrical issues in a timely manner, ensuring minimal impact on data centre operations.Collaborate with other engineering and operations teams to ensure integrated and efficient system performance.Maintain up-to-date documentation and records to support operational continuity and compliance requirements.Safety and Compliance:Adhere to all relevant health, safety, and environmental regulations, ensuring compliance with industry standards and best practices.Participate in safety audits and contribute to the continuous improvement of safety protocols within the data centre.Team Collaboration:Work closely with other engineers, technicians, and the Electrical Engineering Manager to ensure seamless 24/7 operations.Participate in training and development programs to enhance personal and team capabilities.CANDIDATE REQUIREMENTS:Bachelor’s degree in Electrical Engineering or a related field.Fluent in English.Minimum of 3-5 years of experience in electrical engineering, preferably within a data centre or critical infrastructure environment.Strong knowledge of data centre electrical infrastructure, including power distribution, UPS systems, generators, and switchgear.Proven problem-solving skills, with the ability to address and resolve complex electrical challenges.Strong communication skills and the ability to work effectively in a team-oriented environment.Relevant certifications such as Professional Engineer (PE) or equivalent are a plus.Candidate is required to relocate for onsite work in Batam, Indonesia.Work Environment:24/7 operational environment, requiring flexibility and the ability to respond to emergencies promptly."
Application Support Analyst,PT Aku Pasti Bisa,Full,Meja Bantuan & Dukungan ITMeja Bantuan & Dukungan IT,Teknologi,,78525945,"We are looking for bright and enthusiastic individual to join our IT team as a service desk application support analyst.Your main responsibilities will be in assisting and supporting internal end users. You will also be required to assist the development team by identifying/raising system bugs to be fixed by the development team.We see this role as a start to a long career in IT, where we will help you develop the skills you need to become a valued member of the technology team.Key ResponsibilitiesMainly provide L1/L2 support for incoming application support queries and other issues related to computer systems and softwareRespond to queries over the phone, in email or in personTask AutomationIdentifying/raising system bugs to be fixed by the development teamParticipate in side I.T. projectsKey RequirementBachelor of Technology, Engineering, Computer sciences or equivalentBasic knowledge of SQL, an OOP language and web technologiesProblem solving/troubleshooting and fixing I.T. issuesThe ability to think logically and creativelyExcellent communication skills (English spoken and written)Fast learner of new technologyAbility to analyze and diagnose complex problemsExperience of using ticketing systems like HPSC or Service Now is a plus but not mandatoryITIL v3 Foundation certification is a plus but not mandatoryWho do I need to work with?Core development teamOnshore/offshore teamsInternal business stakeholdersWhat more do I get?• Private Health Insurance for you, your spouse and maximal 2 kids.• Work and life balance.• Experience the western working culture - since we will be working very closely with our client offshore.• Chance to work remotely / work from home."
Data Engineer,PT Data Labs Analytics,Full,Teknik – Perangkat LunakTeknik – Perangkat Lunak,Teknologi,,78983945,"Job Description:Design, develop, and maintain data pipelines, ETL processes, and data warehouses.Ensure data quality, integrity, and reliability throughout the data pipeline.Work with GCP services such as Google Cloud Storage, BigQuery, Dataflow, and Pub/Sub to architect and implement scalable and efficient data processing solutions.Monitor and troubleshoot data pipeline issues.Implement security and access controls to protect sensitive data and ensure compliance with data privacy regulations.Document data processes, data flows, and architectural decisions.Requirements:At least 1 year of experience in designing and building data pipelines and ETL processes.Bachelor's degree in Engineering or a related field; a Master's degree is a plus.Strong proficiency in Google Cloud Platform (GCP) services such as BigQuery, Dataflow, Pub/Sub, Composer/Airflow, and Cloud Storage.Solid programming skills in languages such as Python, Java, or Scala.Experience with data modeling, data warehousing concepts, and relational databases.Proficiency in SQL and database design principles.Familiarity with data integration and ETL tools.Familiarity with cloud platforms (e.g., AWS, Azure, Google Cloud).Strong understanding of data governance, data security, and data quality best practices."
DOCUMENT CONTROL,PT Santosa Agrindo (Japfa Beef Division),Full,Manajemen Catatan & Kontrol DokumenManajemen Catatan & Kontrol Dokumen,Administrasi,"4.930.000, 7.000.000",79081399,"Uraian Tugas :Mengontrol dan merapikan Document Management SystemMembuat atau merevisi SOP, WI, dan FormMembantu menjalankan prosedur pengendalian dokumenMemasukkan data dokumen ke dalam master list dokumen dan memastikan kekinian dataMelakukan perubahan dokumen dengan membuat Permintaan Perubahan Dokumen (PPD) apabila diperlukan dan berkoordinasi dengan departemen yang bersangkutanMemastikan seluruh dokumen didistribusikanMenarik dan memusnahkan dokumen yang sudah kadaluarsaBertanggung jawab untuk ikut melaksanakan Standar Keamanan Pangan dan melaporkan setiap masalah pangan kepada atasan.Selalu menerapkan K3, GMP, 5S, dan HACCP.Kualifikasi:Pendidikan Minimal D3 Administrasi atau managementPengalaman minimal 1 Tahun dibidang yang samaFresh Graduated diperbolehkanPaham Mengenai pengendalian kualitas produk , GMP & HACCPMengoperasikan computer (Office)Mampu mengimplementasikan ISO 22000:2018Teliti,Mampu bekerja sama dalam tim,Bersedia ditempatkan di Serang, Banten."
Forex/Commo,ty/Crypto Analyst (Trading Products) LivestreamerdiPT. Industri Kolaborasi Primer,Full,Pialang & Jual Beli SahamPialang & Jual Beli Saham,Perbankan,"8.000.000, 10.000.000",78531960,Analyst Live Streamer (Trading Products)/Professional Live StreamerJob Desk:Membuat rencana streaming mengenai materi trading.Skill public speaking yang baik.Dapat menjelaskan produk dengan jelas dan menarik (diperbolehkan untuk improvisasi dengan games atau cara lain nya).Menjaga hubungan dan follow up dengan calon klien setelah live berakhir.Streamer akan mendapatkan training tentang produk secara berkala.Membagikan konten live/short video ke media social.Akan mendapatkan komisi di setiap transaksi yang berhasil.Requirements:Mahir berbahasa inggris dalam konteks bisnis.Mempunyai artikulasi dan pelafalan kata yang jelas dan lugas.Bisa berekspresi secara maksimal.Berpengalaman menjadi streamer.Memiliki pengetahuan dalam bidang Trading akan didahulukan.BERDOMISILI DI BALI (WORK FROM OFFICE)Benefits:Hari kerja Senin - Jumat (Sabtu – Minggu libur).Gaji pokok 8 – 10 Juta (sesuai skill dan pengalaman).Komisi diluar gaji pokok (Unlimited).Bonus tambahan untuk streamer terbaik per minggu dengan nilai transaksi terbesar.Bonus tambahan bulanan untuk seluruh streamer berdasarkan omset keseluruhan streamer.
DIGITAL BUSINESS ANALYST,PT Ifabula Digital Kreasi,Full,Analis Bisnis/SistemAnalis Bisnis/Sistem,Teknologi,"6.000.000, 8.000.000",79053026,"Candidate must possess at least a Bachelor's Degree, Computer Science/Information Technology, Engineering (Computer/Telecommunication), Science & Technology or equivalent.Have financial industry knowledge: Banking, Insurance, MultifinanceUnderstand how to create business flow for digital product (mobile apps, ecommerce, and others digital products)Love creating document, such as Functional Specification Document, Business Requirement Document, etc - and also structural and comprehensivePay attention to detailsGood communication skill (communication to programmer and also customer - please be patient )Good Analytical SkillCustomer based thinkingExperience working in Agile environments.1-3 years experience"
Architectural Manager - Data Center,PT Michael Page Internasional Indonesia,Full,ArsitekturArsitektur,Desain,,79075312,"Oversee all architectural aspects of projects, ensuring compliance with industry standards, regulations, and client specifications. This role requires a strong understanding of data center design principles, project management skills, and the ability to collaborate with cross-functional teams.Client DetailsWe are currently partnering with a leading data center company who is looking for a competent Architectural Manager to help them in this time of growth.DescriptionLead the architectural design and planning phases of data center projects, from concept through construction. Ensure all designs align with the project goals, client requirements, and industry best practices.Supervise and mentor a team of architects and designers, fostering a collaborative environment that encourages creativity and innovation. Conduct performance reviews and provide professional development opportunities.Collaborate with internal and external stakeholders, including engineers, construction teams, and clients, to ensure seamless communication and alignment throughout the project lifecycle.Review and approve all architectural drawings, specifications, and documents for accuracy and compliance with project standards. Conduct regular site visits to ensure adherence to design intent and quality.Ensure all designs comply with local, state, and federal building codes, zoning laws, and environmental regulations. Stay updated on industry standards and emerging trends in data center design.Identify opportunities for cost savings and efficiencies through value engineering without compromising design integrity or performance.Provide technical guidance and support to the architectural team, addressing complex design challenges and offering solutions that enhance functionality and performance.Maintain comprehensive project documentation, including design changes, meeting minutes, and progress reports. Present design concepts and project updates to clients and stakeholders.ProfileBachelor's or Master's degree in Architecture or a related field.Minimum of 7 years of experience in architectural design, with a focus on data centers or similar infrastructure projects.Strong knowledge of building codes, standards, and best practices related to data center design.Proficiency in architectural design software (e.g., AutoCAD, Revit, SketchUp) and project management tools.Excellent leadership, communication, and interpersonal skills.Ability to manage multiple projects simultaneously and meet tight deadlines.Strong problem-solving skills and attention to detail.Job OfferHigh impact, high visibility management roleGreat career prospects as the growth opportunity in the company is tremendousOpportunity to work on various projects across the countryTo apply online please click the 'Apply' button below.For a confidential discussion about this role please contact Veny Adilia on+62 21 2958 8846."
Data Analyst,PT Graha Layar Prima,Full,"Matematika, Statistik & Teknik InformasiMatematika, Statistik & Teknik Informasi",Sains,,78912348,"Job descriptionPlanning, Monitoring, and Controlling Operation PerformanceAnalyzing Operation Performance ( Actual / Forecasting, Consolidation P&L).Annual Budget Planning ( P&L Report ).Managing and Reviewing ERP.Observing, Reviewing and Analyzing processes to identify inefficiencies and areas where improvements could be made.QualificationBachelor's Degree in Finance/Accountancy/Economics or equivalent.At least 3 year(s) of working experience as Data/Business Analyst.Familiar with Financial Statements, P&L, and Reporting.Good Analytical Thinking (Forecasting & Analysis data).Good Excel Skill & ability to create reports from database.Highly organized and proactive with a strong attention to detail and accuracy.Ability to work in a fast-paced and deadline-oriented environment.Good Communication and personal skill.Familiar with ERP Systems.Proficient in written and spoken English."
Assistant Facilities Engineer (Data Center),GDS IDC SERVICES (MALAYSIA) SDN. BHD.,Full,Teknik Elektro/ElektronikTeknik Elektro/Elektronik,Teknik(Teknik)7,,79030911,"ABOUT GDS INTERNATIONALGDS is a leading developer and operator of high-performance Data Centers in Asia Pacific. Dual listed in NASDAQ and Hong Kong, GDS is the largest carrier-neutral Data Centre service provider in Asia and one of the fastest growing in the world with a presence in Mainland China, Hong Kong, Singapore, Malaysia, Indonesia, and Japan.GDS International is on an exciting trajectory, expanding markets internationally and looking for talented individuals who are passionate about growing with us. In this role, you'll have the opportunity to be at the forefront of our expansion efforts.POSITION OVERVIEWReporting to the Critical Services Manager and the Building Services Manager on a rotational basis, the Assistant Facilities Engineer will gain comprehensive exposure to the full range of data center operations and maintenance management. This role serves as the entry point to a long-term career in the data center industry.The Assistant Facilities Engineer will support the Critical Services and Building Services teams responsible for the continuous and efficient operation of mechanical, electrical, fire, and building services systems, upholding high standards of safety and compliance.The successful candidate will assist in leading a team of shift engineers and technicians, ensuring the delivery of critical mechanical services 24/7. The candidate will be placed under a training program to develop a well-rounded understanding of all operational aspects.RESPONSIBILITIESCritical System Management:Oversee the installation, operation, and maintenance of all MEP systems within the data centers.Ensure all MEP infrastructure, including mechanical, electrical, and fire suppression systems, and security systems operate reliably and efficiently.Implement and maintain safety policies, procedures, and best practices.Team Leadership:Coordinate with shift teams to ensure seamless 24/7 coverage and effective handovers between shifts.Developing processing plans and optimizing resource allocation.Maintenance and Upgrades:Plan and oversee preventative and corrective maintenance activities, ensuring all equipment and systems are serviced according to manufacturer and company standards.Coordinate with vendors and contractors for maintenance and upgrade projects, ensuring minimal impact on operations.Implement preventive maintenance strategies to minimize downtime.Diagnose and resolve issues promptly.Safety and Compliance:Ensure all equipment operations comply with relevant building codes, and environmental, health & safety regulations.Maintain up-to-date documentation and records to support compliance audits and certifications.Technical Support:Evaluating operational systems and facility infrastructure to ascertain and improve operational efficiencies.Gathering and analyzing data and reports.Strategic Initiatives:Support the Mechanical Engineering Manager and Critical Services Manager in developing and implementing strategic initiatives to enhance mechanical system performance and support business growth.CANDIDATE REQUIREMENTS:Bachelor’s degree in mechanical/electrical/building services engineering or a related field.Minimum of 1 year of experience in facilities management/engineering/building services. Fresh graduates are also welcomed to apply.Knowledge of data center mechanical infrastructure, including HVAC, chillers, cooling towers, pumps and compressors. Troubleshooting and problem-solving skills.Good verbal and written communication skills."
Sales Analyst,PT Sumber Baru Ban,Full,Pengembangan & Administrasi DatabasePengembangan & Administrasi Database,Teknologi,"2.492.997, 2.742.297",78839933,"Dibutuhkan Sales Analyst untuk area Yogyakarta atau Surakarta di PT. Prima Tunggal Mandiri.Deskripsi pekerjaan:Membuat, menganalisa dan mengirim laporan secara harian, mingguan dan bulanan.Kualifikasi:1. Min. Pendidikan D3/S12. Minimal memiliki pengalaman di jabatan sales analyst selama 2 tahun3. Menguasai program Ms. Excel minimal rumus dasar dan pivot table4. Menguasai google spreadsheet dan google form5. Memiliki ketelitian dan analisa yang tinggi6. Mampu bekerja di bawah tekanan7. Jujur, teliti, memiliki integritas yang tinggi dan bisa bekerja sama dengan tim maupun individu8. Target oriented"
